Name,"Position Name",Date,"Day Name","Total Duration","Total Distance (m)","Distance Zone 2-8 (m)","HMLD (Gen 2)","High Speed Running","V High Speed Running","Maximum Velocity (m/s)","Acceleration B1-3 Total Efforts (Gen 2)","Acceleration B1-3 Distance (Gen 2) (m)","Deceleration B1-3 Total Efforts (Gen 2)","Deceleration B1-3 Distance (Gen 2) (m)",N/m
"Avery-Rose Carmont - 08/07/2025",Backs,08/07/2025,Tuesday,01:03:00,4522.67236,2512.04999,586.03003,696.03,0,6.95234,46,265.81,42,65.04,3.57532
"Avery-Rose Carmont - 10/07/2025",Backs,10/07/2025,Thursday,02:05:42,5759.96497,2482.27,531.72,441.3,61.31,7.37871,42,193.67,20,29.67,2.07206
"Avery-Rose Carmont - 12/07/2025",Backs,12/07/2025,Saturday,00:45:00,2526.17212,1180.61001,353.57999,185.28,25.39,7.24185,50,204.19,35,65.67,6.05462
"Avery-Rose Carmont - 15/07/2025",Backs,15/07/2025,Tuesday,01:20:55,4681.08252,2261.89998,569.17001,504.63001,21,7.1857,30,136.37,29,35.45,2.43747
"Avery-Rose Carmont - 17/07/2025",Backs,17/07/2025,Thursday,02:00:00,6108.8418,2303.83996,549.73999,281.99,76.73,7.78655,61,247.11001,54,53.4,3.42045
"Avery-Rose Carmont - 19/07/2025",Backs,19/07/2025,Saturday,01:05:00,1965.0072,546.15999,72.42,48.72,0,5.79106,8,45.21,3,4.39,1.01526
"Avery-Rose Carmont - 20/07/2025",Backs,20/07/2025,Sunday,01:23:38,0,0,0,0,0,0,0,0,0,0,n/a
"Avery-Rose Carmont - 22/07/2025",Backs,22/07/2025,Tuesday,01:17:00,3635.48145,1377.65999,451.57001,171.82,0,6.98907,67,271.24999,65,81.39,6.89317
"Avery-Rose Carmont - 23/07/2025",Backs,23/07/2025,Wednesday,01:58:58,5474.67334,2162.43995,543.63,207.91,52.42,7.38254,65,289.22,55,53.25,4.10435
"Avery-Rose Carmont - 25/07/2025",Backs,25/07/2025,Friday,01:15:00,3388.33521,1251.16998,329.12,121.29,0,6.22486,47,186.67,21,29.63,3.80128
"Avery-Rose Carmont - 26/07/2025",Backs,26/07/2025,Saturday,01:19:41,3562.86243,2020.73001,242.55,38.73,0,5.55622,32,113,32,32.8,3.43825
"Avery-Rose Carmont - 29/07/2025",Backs,29/07/2025,Tuesday,01:10:00,3790.08887,1715.96999,294.89001,84.2,0,6.59658,47,206.21999,40,42.9,4.20175
"Avery-Rose Carmont - 31/07/2025",Backs,31/07/2025,Thursday,02:07:29,5380.09863,1804.89995,441.88,247.17,24.74,7.30374,47,190.39,38,43.41,3.00552
"Avery-Rose Carmont - 03/08/2025",Backs,03/08/2025,Sunday,01:25:13,1930.61984,1142.61999,298.77999,351.82999,0,6.94358,8,57.35,10,11,1.84915
"Avery-Rose Carmont - 05/08/2025",Backs,05/08/2025,Tuesday,01:05:01,3229.79297,1598.70002,463.95999,331.30001,0,6.89992,50,225.86999,35,42.16,5.47249
"Avery-Rose Carmont - 06/08/2025",Backs,06/08/2025,Wednesday,02:18:01,5628.40625,2126.20996,573.39001,279.67001,7.43,7.16082,58,261.99,46,58.97,3.65023
"Avery-Rose Carmont - 11/08/2025",Backs,11/08/2025,Monday,01:17:27,3938.38232,1471.59999,465.64999,200.63,13.05,7.16789,56,287.84,50,71.04,5.11885
"Avery-Rose Carmont - 13/08/2025",Backs,13/08/2025,Wednesday,02:04:03,5462.60547,1924.63999,560.81,379.15001,50.06,7.25002,56,252.88,48,55.65,3.97887
"Avery-Rose Carmont - 15/08/2025",Backs,15/08/2025,Friday,03:48:52,8062.51733,2981.40007,684.39001,292.86,0,6.57128,88,352.19999,44,59.34,3.1603
"Avery-Rose Carmont - 16/08/2025",Backs,16/08/2025,Saturday,01:31:25,3330.89819,1787.77002,215.8,26.96,0,5.80767,29,80,34,43.71,3.48855
"Avery-Rose Carmont - 21/08/2025",Backs,21/08/2025,Thursday,01:55:47,5819.43799,3149.51005,1105.56006,1463.57002,4.92,7.08254,57,307.67,50,53.83,3.72287
"Avery-Rose Carmont - 23/08/2025",Backs,23/08/2025,Saturday,01:39:29,3399.81128,746.18999,272.10001,94.02,2.65,7.04165,43,173.54,29,22.76,4.14876
"Avery-Rose Carmont - 24/08/2025",Backs,24/08/2025,Sunday,00:09:33,1002.63062,849.02999,255.21001,389.37999,0,6.5718,9,51.78,7,9.89,3.07192
"Avery-Rose Carmont - 27/08/2025",Backs,27/08/2025,Wednesday,02:14:00,5816.54736,2125.30999,505.66,245.89999,16.77,7.14071,58,218.93,50,50.52,3.70065
"Avery-Rose Carmont - 29/08/2025",Backs,29/08/2025,Friday,02:42:03,3861.26929,1538.95998,367.45001,111.3,0,6.86615,52,151.33,36,33.47,4.33277
"Avery-Rose Carmont - 30/08/2025",Backs,30/08/2025,Saturday,00:45:30,2457.85327,1546.61002,279.99001,196.36,0,5.89387,29,99.75,25,27.54,4.3717
"Avery-Rose Carmont - 04/09/2025",Backs,04/09/2025,Thursday,01:45:00,5148.48096,1931.66,666.84003,564.78998,58.17,7.47313,58,250.48001,44,45.5,3.69818
"Avery-Rose Carmont - 06/09/2025",Backs,06/09/2025,Saturday,01:28:41,4814.65771,2434.00003,570.53003,572.56,2.03,7.03688,40,201.14,29,35.23,2.72605
"Avery-Rose Carmont - 11/09/2025",Backs,11/09/2025,Thursday,01:56:11,5945.47363,2302.40999,620.03998,317.46999,14.57,7.23436,63,269.49,46,58.06,3.55565
"Avery-Rose Carmont - 14/09/2025",Backs,14/09/2025,Sunday,01:21:57,3015.12506,1478.43,161.74001,11.15,0,5.9339,21,72.83,20,22.38,2.51897
"Capri Paekau - 07/05/2025",Hooker,07/05/2025,Wednesday,01:27:35,4365.75326,1952.58001,520.85,118.56,25.7,7.46787,89,343.25,68,79.92,6.71018
"Capri Paekau - 13/05/2025",Hooker,13/05/2025,Tuesday,01:04:12,2583.09244,883.91999,245.32,32.45,0,6.65163,43,216.17,21,24.99,4.49848
"Capri Paekau - 15/05/2025",Hooker,15/05/2025,Thursday,01:46:30,4177.39465,1425.24,323.49,165.45,0,6.91775,28,141.34,17,36.47,2.00244
"Capri Paekau - 17/05/2025",Hooker,17/05/2025,Saturday,01:36:26,4707.58838,1922.28004,347.57001,65.35,0,5.81979,57,275.21,42,67.91,3.90327
"Capri Paekau - 19/05/2025",Hooker,19/05/2025,Monday,01:28:56,5008.85632,2161.85001,396.20001,88.59,0,6.42761,51,216.26,41,50.96,3.34008
"Capri Paekau - 20/05/2025",Hooker,20/05/2025,Tuesday,01:29:06,3510.85925,1463.72004,256.57,68.34,0,6.87007,33,136.53,23,24.34,2.83122
"Capri Paekau - 22/05/2025",Hooker,22/05/2025,Thursday,01:43:10,4997.60303,2632.63998,754.48999,283.79,16.52,7.33548,102,353.80999,64,79.71,6.38706
"Capri Paekau - 24/05/2025",Hooker,24/05/2025,Saturday,01:31:39,5085.66895,2269.34007,418.75,8.02,0,5.05031,88,388.12999,71,84.81,5.67772
"Capri Paekau - 26/05/2025",Hooker,26/05/2025,Monday,01:27:26,5315.771,3364.56,402.28,121.33,0,6.53238,55,188.68999,33,33.86,3.09457
"Capri Paekau - 27/05/2025",Hooker,27/05/2025,Tuesday,01:31:56,3477.07324,1046.53,195.39,49.85,0,5.63418,20,82.71,17,19.79,1.90246
"Capri Paekau - 31/05/2025",Hooker,31/05/2025,Saturday,01:24:35,4438.14598,1965.26001,424.06999,54.37,0,6.8596,82,387.23,58,79.27,5.88309
"Capri Paekau - 02/06/2025",Hooker,02/06/2025,Monday,01:54:28,6802.34959,3801.51002,725.53001,325.39,0,6.38831,82,327.4,64,71.17,4.03905
"Capri Paekau - 03/06/2025",Hooker,03/06/2025,Tuesday,02:07:36,4556.53735,1483.41002,213.53999,40.56,0,6.12712,29,126.59,30,39.99,2.34279
"Capri Paekau - 05/06/2025",Hooker,05/06/2025,Thursday,02:33:32,6833.8371,3486.78996,757.52002,464.3,37.34,7.44534,74,311.02,47,42.18,3.3956
"Capri Paekau - 07/06/2025",Hooker,07/06/2025,Saturday,01:40:02,6466.79544,3718.41997,328.93001,43.93,0,6.20179,57,266.8,43,47.07,2.86309
"Capri Paekau - 09/06/2025",Hooker,09/06/2025,Monday,01:34:25,5767.25322,2979.96002,421.18001,159.53,0,6.42905,44,160.23,29,30.18,2.25151
"Capri Paekau - 10/06/2025",Hooker,10/06/2025,Tuesday,01:27:07,4863.97772,2315.45002,284.13999,39.11,0,5.70224,29,99.25,18,13.12,1.79174
"Capri Paekau - 12/06/2025",Hooker,12/06/2025,Thursday,03:19:50,9770.83527,3756.69996,829.31999,378.55,0,6.98571,92,328.44999,42,57.72,2.51463
"Capri Paekau - 14/06/2025",Hooker,14/06/2025,Saturday,01:39:05,4093.54572,2057.01002,216.25,117.36,0,6.9265,23,91.94,15,20.14,1.71001
"Capri Paekau - 16/06/2025",Hooker,16/06/2025,Monday,01:48:06,4152.43994,1524.55,195.94,79.28,0,6.35931,27,122.03,16,21.3,1.82905
"Capri Paekau - 17/06/2025",Hooker,17/06/2025,Tuesday,01:31:54,4773.56897,2096.73994,315.58,108.55,14.7,7.19599,48,165.75,28,27.04,2.91815
"Capri Paekau - 19/06/2025",Hooker,19/06/2025,Thursday,01:47:32,5697.39307,2648.75002,618.16,324.65,58.79,7.60502,69,290.64999,46,53.43,3.79033
"Capri Paekau - 21/06/2025",Hooker,21/06/2025,Saturday,01:55:00,4740.20703,2080.27003,343.07999,141.15,0,6.71954,48,176.95001,36,40.52,3.31526
"Capri Paekau - 24/06/2025",Hooker,24/06/2025,Tuesday,01:51:54,5508.78259,2659.50999,487.26001,205.73,17.85,7.28033,79,310.77999,50,65.01,4.14883
"Capri Paekau - 26/06/2025",Hooker,26/06/2025,Thursday,01:22:20,4333.72786,1706.82002,427.54,301.13,69.42,7.46363,46,203.44,28,38.02,3.392
"Capri Paekau - 30/06/2025",Hooker,30/06/2025,Monday,04:18:20,4569.44531,1624.36997,231.24001,99.26,19.83,7.19756,32,134.87,16,18.16,1.96085
"Capri Paekau - 01/07/2025",Hooker,01/07/2025,Tuesday,01:44:00,4962.75342,2149.25001,328.76001,108.86,0,6.67094,51,194.78,35,44.73,3.54743
"Capri Paekau - 03/07/2025",Hooker,03/07/2025,Thursday,01:32:00,4925.33447,1963.08999,338.95001,285.41999,39.15,7.28474,29,109.16,16,19.88,1.61309
"Capri Paekau - 05/07/2025",Hooker,05/07/2025,Saturday,01:14:04,3224.05762,1130.38999,138.64999,39.84,0,5.81088,22,73.95,10,10.26,1.75865
"Capri Paekau - 06/07/2025",Hooker,06/07/2025,Sunday,01:30:06,5096.6272,2474.08,266.44,49.82,0,5.93142,34,156.82,36,40.45,2.5821
"Capri Paekau - 08/07/2025",Hooker,08/07/2025,Tuesday,00:35:00,1493.60913,385.35,20.17,12.95,0,5.4219,2,10.91,0,0,0.23433
"Capri Paekau - 10/07/2025",Hooker,10/07/2025,Thursday,02:05:42,6192.58856,2735.04998,538.74001,337.79,67.03,7.49646,55,202.76,37,43.32,2.76379
"Capri Paekau - 12/07/2025",Hooker,12/07/2025,Saturday,01:25:00,2313.64624,929.92002,208.61,111.51,10.64,7.39323,19,91.54,15,14.94,2.85912
"Capri Paekau - 13/07/2025",Hooker,13/07/2025,Sunday,01:16:49,4507.13721,1983.36001,213.24001,24.28,0,5.56108,33,107.94,28,36.89,2.50824
"Capri Paekau - 15/07/2025",Hooker,15/07/2025,Tuesday,01:20:55,3205.91681,1206.32999,260.09,227.99,0,6.59176,14,69.05,8,8.97,1.26641
"Capri Paekau - 17/07/2025",Hooker,17/07/2025,Thursday,05:30:54,5647.2334,1971.43999,324.73001,98.115,17.845,7.86197,38,159.01,25,28.4,2.03905
"Capri Paekau - 19/07/2025",Hooker,19/07/2025,Saturday,01:05:00,2809.34302,1042.92003,158.21001,52.38,0,6.07143,23,63.23,15,12.48,2.41694
"Capri Paekau - 20/07/2025",Hooker,20/07/2025,Sunday,01:23:38,4623.18628,2278.30999,209.53999,24.43,0,6.14863,31,123.17,35,43.68,2.5437
"Capri Paekau - 23/07/2025",Hooker,23/07/2025,Wednesday,01:58:58,4722.33936,1715.58002,379.07999,163.38,12.83,7.20883,48,197.77,38,38.24,3.44639
"Capri Paekau - 25/07/2025",Hooker,25/07/2025,Friday,01:15:00,2724.24609,792.61002,205.64,69,0,5.66253,30,102.26,17,16.93,3.09627
"Capri Paekau - 26/07/2025",Hooker,26/07/2025,Saturday,01:19:41,4035.43213,1936.69,220.95,17.73,0,5.40202,31,116.7,33,48.01,3.01826
"Capri Paekau - 29/07/2025",Hooker,29/07/2025,Tuesday,01:10:00,3919.38623,1699.92003,160.71001,23.54,0,5.3015,28,137.24,29,22.41,2.5629
"Capri Paekau - 31/07/2025",Hooker,31/07/2025,Thursday,02:07:29,5623.17871,1896.86004,360.35999,215.64,38.33,7.44047,34,137.99,28,21.1,2.01665
"Capri Paekau - 03/08/2025",Hooker,03/08/2025,Sunday,01:17:28,2781.68909,1224.28,86.55,2.38,0,5.03728,16,46.74,13,21.98,1.87476
"Capri Paekau - 05/08/2025",Hooker,05/08/2025,Tuesday,01:05:01,3000.18237,1340.80999,381.31,279.24,0,6.79341,40,150.57,31,35.29,4.74804
"Capri Paekau - 06/08/2025",Hooker,06/08/2025,Wednesday,02:18:01,5129.05908,1826.44997,319.25,127.7,0,6.88487,41,128.22,30,39.41,2.49071
"Capri Paekau - 09/08/2025",Hooker,09/08/2025,Saturday,01:24:40,3188.8244,1124.31,124.03,31.27,0,5.66072,20,64,17,28.01,2.26102
"Capri Paekau - 11/08/2025",Hooker,11/08/2025,Monday,01:05:52,4275.54492,2216.19002,401.07001,705.62001,0,6.68982,13,36.13,1,5.73,0.5894
"Capri Paekau - 13/08/2025",Hooker,13/08/2025,Wednesday,02:04:03,4942.12012,1537.50004,341.89999,230.57,43.29,7.36016,29,127.31,24,28.1,2.06794
"Capri Paekau - 15/08/2025",Hooker,15/08/2025,Friday,03:48:52,6466.44141,2020.48,415.03999,157.98,0,6.46573,48,210.46,28,44.66,2.14337
"Capri Paekau - 16/08/2025",Hooker,16/08/2025,Saturday,01:31:25,4849.48145,2231.12995,292.23,13.97,0,5.27881,51,163.63,40,43.85,3.4282
"Capri Paekau - 18/08/2025",Hooker,18/08/2025,Monday,00:52:45,2116.44702,774.82,151,57.89,0,6.05787,17,75.23,7,6.73,2.05061
"Capri Paekau - 19/08/2025",Hooker,19/08/2025,Tuesday,01:38:57,4661.72363,1898.39005,308.09,99.62,0,6.92666,43,222.95,21,53.36,2.49264
"Capri Paekau - 21/08/2025",Hooker,21/08/2025,Thursday,01:55:47,5079.62402,1687.51001,433.16,248.88,7.35,7.12833,55,211.75,31,28.58,3.21776
"Capri Paekau - 23/08/2025",Hooker,23/08/2025,Saturday,01:39:29,4154.15625,1296.71998,250.39,79.08,0,6.79609,36,123.32,17,17.67,2.30011
"Capri Paekau - 24/08/2025",Hooker,24/08/2025,Sunday,01:24:24,4481.14075,2180.01001,238.03,37.88,0,5.76017,45,129.28,39,43.59,3.40538
"Capri Paekau - 27/08/2025",Hooker,27/08/2025,Wednesday,02:14:00,5234.09912,1725.30001,537.59998,523.22002,16.11,7.10166,39,191.41,22,34.3,2.5544
"Capri Paekau - 29/08/2025",Hooker,29/08/2025,Friday,02:42:09,2624.45508,966.59997,217.45,401.65,0,6.02395,11,40.28,1,1.97,0.88018
"Capri Paekau - 30/08/2025",Hooker,30/08/2025,Saturday,00:06:11,771.86206,647.14999,79.59,114.81,0,5.83141,4,16.04,1,3.16,1.315
"Capri Paekau - 02/09/2025",Hooker,02/09/2025,Tuesday,00:02:46,15.543,0,0,0,0,0.43404,0,0,0,0,0
"Capri Paekau - 04/09/2025",Hooker,04/09/2025,Thursday,01:45:00,4631.07959,1386.13997,395.56,241.34999,0,6.92361,45,178.14,33,35.79,3.15909
"Capri Paekau - 06/09/2025",Hooker,06/09/2025,Saturday,01:28:41,3588.48828,1049.02002,223.94,33.45,0,5.7358,38,118.64,24,26.32,3.1406
"Capri Paekau - 07/09/2025",Hooker,07/09/2025,Sunday,01:31:50,3649.15356,1652.82999,199.33,39.15,0,5.97399,25,82.2,34,33.67,3.05002
"Capri Paekau - 11/09/2025",Hooker,11/09/2025,Thursday,01:56:11,5169.71924,1511.02998,359.31,195,1.42,7.01034,38,132.42,24,35,2.22739
"Capri Paekau - 14/09/2025",Hooker,14/09/2025,Sunday,01:21:57,4112.40503,1807.29001,212.05,41.48,0,5.86543,37,131.03,33,41.36,3.20858
"Danii Gray - 07/05/2025","Second Row",07/05/2025,Wednesday,01:27:35,3914.09198,1819.48998,433.74,81.66,0,6.90691,70,277.92,53,56.3,6.44862
"Danii Gray - 13/05/2025","Second Row",13/05/2025,Tuesday,01:04:12,2788.36853,1132.25,283.36,30.62,0,6.7764,53,258.69,25,28.91,5.92138
"Danii Gray - 15/05/2025","Second Row",15/05/2025,Thursday,01:46:30,4713.88239,1997.27001,540.27999,226.13,12.58,7.2672,65,313.2,39,42.33,4.57521
"Danii Gray - 17/05/2025","Second Row",17/05/2025,Saturday,01:36:26,2899.30005,1215.37,212.59,27.42,0,5.50832,35,177.61,20,40.64,4.11444
"Danii Gray - 19/05/2025","Second Row",19/05/2025,Monday,01:28:56,5296.71375,2704.13001,595.92001,155.24,0,6.64178,80,329.88001,53,64.16,5.22768
"Danii Gray - 20/05/2025","Second Row",20/05/2025,Tuesday,01:29:06,4412.92517,2001.07,446.07999,60.72,0,6.44489,97,311.6,53,41.54,6.85645
"Danii Gray - 22/05/2025","Second Row",22/05/2025,Thursday,01:43:10,4806.09424,2481.73998,696.42999,217.39,0,6.93856,95,400.94999,79,87.77,7.8078
"Danii Gray - 24/05/2025","Second Row",24/05/2025,Saturday,01:31:39,2944.51416,1383.82,329.94,94.71,0,6.32646,58,223.25,38,41.79,6.60007
"Danii Gray - 29/05/2025","Second Row",29/05/2025,Thursday,00:09:03,4.008,0,0,0,0,0.18836,0,0,0,0,0
"Danii Gray - 02/06/2025","Second Row",02/06/2025,Monday,01:53:56,2530.83092,1315.59997,0.79,0,0,4.4917,0,0.83,0,0.54,0
"Danii Gray - 03/06/2025","Second Row",03/06/2025,Tuesday,02:07:36,5847.02253,3095.79993,123.59,0,0,4.96379,3,14.64,0,0,0.10133
"Danii Gray - 05/06/2025","Second Row",05/06/2025,Thursday,02:33:32,3841.8089,1732.28,362.32999,181.94,0,6.378,36,139.53,9,15.41,2.39562
"Danii Gray - 07/06/2025","Second Row",07/06/2025,Saturday,02:00:00,6801.65723,4840.38991,50.02,49.02,0,6.0601,2,16.3,0,3.19,0.05807
"Danii Gray - 12/06/2025","Second Row",12/06/2025,Thursday,03:38:07,10302.66748,6681.8598,357.72,43.06,0,5.37569,52,212.32001,4,5.78,1.08884
"Danii Gray - 14/06/2025","Second Row",14/06/2025,Saturday,01:49:59,4521.09607,2813.29998,275.52999,38.3,0,5.31111,28,140.86,4,18.93,1.39789
"Danii Gray - 16/06/2025","Second Row",16/06/2025,Monday,01:48:06,4032.03467,2289.28003,475.54999,329.47999,0,6.46508,48,224.56,14,27.89,3.25245
"Danii Gray - 17/06/2025","Second Row",17/06/2025,Tuesday,00:48:33,4768.27417,3460.50986,55.53,19.19,0,5.44794,8,38.25,3,7.11,0.48875
"Danii Gray - 19/06/2025","Second Row",19/06/2025,Thursday,00:53:39,3283.6731,1790.01002,513.01001,550.68999,7.63,7.07014,37,166.18,12,13.48,3.18774
"Danii Gray - 21/06/2025","Second Row",21/06/2025,Saturday,01:55:00,5316.70215,3259.55989,120.42,104.33,0,6.52665,8,37.74,3,5.83,0.45319
"Danii Gray - 24/06/2025","Second Row",24/06/2025,Tuesday,01:51:54,3404.17123,1526.31,281.12,91.68,4.22,7.04565,53,211.87999,29,39.66,4.85023
"Danii Gray - 26/06/2025","Second Row",26/06/2025,Thursday,01:22:20,3324.25767,1762.80998,649.71,595.44999,13.52,7.25865,58,264.5,39,35.5,6.02435
"Danii Gray - 03/07/2025","Second Row",03/07/2025,Thursday,01:32:00,1455.06702,759.66,123.6,109.32,0,6.90369,6,23.93,2,4.58,1.14015
"Danii Gray - 08/07/2025","Second Row",08/07/2025,Tuesday,01:03:00,1799.56506,761.74999,69.95,100.72,0,6.12317,5,28.56,0,1.87,0.59264
"Danii Gray - 15/07/2025","Second Row",15/07/2025,Tuesday,01:02:00,3188.0791,1390.00999,299.35001,56.07,0,6.72667,60,239.31,41,33.62,6.47992
"Danii Gray - 16/07/2025","Second Row",16/07/2025,Wednesday,05:07:36,0,0,0,0,0,0,0,0,0,0,n/a
"Danii Gray - 17/07/2025","Second Row",17/07/2025,Thursday,02:00:00,3495.43018,1330.84001,262.78,211.44,28.36,7.49202,18,81.57,13,8.67,1.79677
"Danii Gray - 19/07/2025","Second Row",19/07/2025,Saturday,00:46:35,2641.9231,1491.21999,230.39,57.01,4.79,7.0455,31,122.45,26,30.33,4.291
"Danii Gray - 22/07/2025","Second Row",22/07/2025,Tuesday,01:17:00,3866.12622,1553.85001,440.32001,155.98,0,6.80023,62,265.83001,58,78.99,6.41624
"Danii Gray - 23/07/2025","Second Row",23/07/2025,Wednesday,01:58:58,5303.94971,2453.86001,391.66,250.94,0,6.81807,42,224.56,30,42.69,2.85976
"Danii Gray - 25/07/2025","Second Row",25/07/2025,Friday,00:48:47,2651.44922,1520.00999,406.60999,280.57999,0,6.73582,41,179.25,27,30.59,5.42269
"Danii Gray - 29/07/2025","Second Row",29/07/2025,Tuesday,01:10:00,3318.36914,1338.52,188.60001,97.29,0,6.55318,21,100.18,9,7.61,1.90455
"Danii Gray - 31/07/2025","Second Row",31/07/2025,Thursday,02:07:29,4633.36426,1737.35,332.73999,308.77,11.17,7.11273,24,128.13,7,8.94,1.4237
"Danii Gray - 05/08/2025","Second Row",05/08/2025,Tuesday,01:05:01,3155.5791,1716.49003,418.48001,260.71,9.77,7.20131,50,203.18001,29,34.92,5.62036
"Danii Gray - 06/08/2025","Second Row",06/08/2025,Wednesday,02:18:01,5198.69629,2089.21002,430.56,204.35,9.19,7.06704,51,189.21,31,38.4,3.32035
"Danii Gray - 11/08/2025","Second Row",11/08/2025,Monday,01:17:27,3709.94116,1558.16999,430.14001,150.1,7.71,7.14359,63,249.09,45,47.56,6.28177
"Danii Gray - 18/08/2025","Second Row",18/08/2025,Monday,00:52:45,2928.76611,1483.98002,281.14001,60.85,0,5.92863,47,213.76,30,25.08,5.54312
"Danii Gray - 19/08/2025","Second Row",19/08/2025,Tuesday,01:38:57,5043.08203,2425.45994,373.85999,120.41,0,6.76341,58,297.12001,24,48.76,3.30532
"Danii Gray - 21/08/2025","Second Row",21/08/2025,Thursday,01:55:47,3720.5752,1737.57001,480.89001,402.79999,3.35,7.08178,42,211.58,19,22.4,3.64151
"Danii Gray - 22/08/2025","Second Row",22/08/2025,Friday,05:09:41,0,0,0,0,0,0,0,0,0,0,n/a
"Danii Gray - 27/08/2025","Second Row",27/08/2025,Wednesday,07:22:18,4734.38037,1762.45004,270.72,21.34,0,5.74202,46,156.77,37,36.5,3.56256
"Danii Gray - 01/09/2025","Second Row",01/09/2025,Monday,01:32:36,3668.36523,1227.95001,343.38,31.85,0,5.46823,42,170.38,20,17.42,3.38107
"Danii Gray - 03/09/2025","Second Row",03/09/2025,Wednesday,02:03:40,5909.68213,2774.63997,304.06,78.72,0,5.87561,27,143.44,23,21.04,1.69772
"Danii Gray - 05/09/2025","Second Row",05/09/2025,Friday,01:10:16,4097.91699,1974.66003,233.8,78.54,0,6.65486,25,126.82,20,16.67,2.4194
"Danii Gray - 06/09/2025","Second Row",06/09/2025,Saturday,01:38:38,5864.63232,2927.41005,469.10999,98.45,0,6.81635,55,237.08,60,63.02,4.30385
"Emily Curtain - 07/05/2025","Half Back",07/05/2025,Wednesday,01:27:35,3587.70503,1426.94,310.32,89.44,0,6.93053,40,198.77,23,30.91,3.73233
"Emily Curtain - 13/05/2025","Half Back",13/05/2025,Tuesday,01:04:12,2996.15836,1320.15,266.40001,23.43,0,5.86445,49,241.45,16,28.07,4.46922
"Emily Curtain - 15/05/2025","Half Back",15/05/2025,Thursday,01:46:30,4091.39691,1649.96003,318.94,144.08,0,6.33051,36,183.78,13,30.19,2.42326
"Emily Curtain - 17/05/2025","Half Back",17/05/2025,Saturday,01:36:26,4733.65234,2439.84998,381.89001,177.5,0,5.66037,68,267.18,36,38.31,4.47266
"Emily Curtain - 19/05/2025","Half Back",19/05/2025,Monday,01:28:56,5436.72583,2885.45999,502.81,101.5,0,6.58102,58,260.61,45,61.38,3.82887
"Emily Curtain - 20/05/2025","Half Back",20/05/2025,Tuesday,01:29:06,4402.37244,2010.24,351.96,71.25,0,6.482,62,274.83,37,44.28,4.53108
"Emily Curtain - 22/05/2025","Half Back",22/05/2025,Thursday,01:43:10,4809.08057,2506.57996,662.46002,215.78,0,6.57209,82,339.24999,64,68.36,6.8091
"Emily Curtain - 24/05/2025","Half Back",24/05/2025,Saturday,01:31:39,2926.39917,1098.32002,155.45,0,0,4.98754,23,116.1,15,22.33,2.61858
"Emily Curtain - 29/05/2025","Half Back",29/05/2025,Thursday,01:54:21,4072.26595,1885.28,156.35,0,0,4.9354,21,106.28,2,2.34,1.11547
"Emily Curtain - 31/05/2025","Half Back",31/05/2025,Saturday,01:32:11,6035.96191,3022.44004,65.26,18.05,0,5.57656,5,43.31,1,2.32,0.20941
"Emily Curtain - 02/06/2025","Half Back",02/06/2025,Monday,01:53:56,5746.14572,2913.94998,212.52,84.48,0,5.23565,15,50.42,3,8.16,0.61868
"Emily Curtain - 03/06/2025","Half Back",03/06/2025,Tuesday,02:07:36,6078.57324,3116.42,73.39,27.93,0,5.36274,3,19.02,1,0.67,0.12996
"Emily Curtain - 05/06/2025","Half Back",05/06/2025,Thursday,02:33:32,7906.49066,3849.41993,652.58999,674.85,0,6.47118,49,167.61,19,25.69,1.7086
"Emily Curtain - 07/06/2025","Half Back",07/06/2025,Saturday,02:00:00,6470.79639,4130.70993,229.38,62.93,0,5.6013,25,92.79,26,28.72,1.6909
"Emily Curtain - 09/06/2025","Half Back",09/06/2025,Monday,01:34:25,6649.91351,3417.14,374.75,233.78,0,6.0057,44,176.72,16,16.97,1.85326
"Emily Curtain - 10/06/2025","Half Back",10/06/2025,Tuesday,01:27:07,5076.24255,2600.36998,433.53001,85.39,0,5.51924,61,249.11,23,19.58,3.34598
"Emily Curtain - 12/06/2025","Half Back",12/06/2025,Thursday,03:19:50,9469.74048,3512.55994,1113.59,444.45,0,6.54523,121,442.05,74,79.16,4.30883
"Emily Curtain - 14/06/2025","Half Back",14/06/2025,Saturday,01:39:05,4701.60477,2397.33001,410.54,140.99,0,6.25166,42,188.95,26,30.55,2.95729
"Emily Curtain - 16/06/2025","Half Back",16/06/2025,Monday,01:48:06,4748.0752,1831.00999,364.20999,99.1,0,6.36738,46,237.85,42,48.95,3.79354
"Emily Curtain - 19/06/2025","Half Back",19/06/2025,Thursday,01:47:32,5914.70972,2897.20001,726.45,369.53,0,6.6848,69,324.12,52,56.22,4.3008
"Emily Curtain - 21/06/2025","Half Back",21/06/2025,Saturday,01:55:00,4823.89648,1920.55,339.12,138.82,0,6.40863,41,176.15,28,38.02,2.93964
"Emily Curtain - 24/06/2025","Half Back",24/06/2025,Tuesday,01:51:54,6252.44522,2558.35,535.26999,187.64,0,6.54242,81,362.57999,52,56.49,4.27697
"Emily Curtain - 26/06/2025","Half Back",26/06/2025,Thursday,01:22:20,4444.10269,1823.68999,529.75999,275.09,0,6.68831,41,187.67,36,39.02,3.54639
"Emily Curtain - 30/06/2025","Half Back",30/06/2025,Monday,02:13:18,5091.46533,1905.39999,444.70999,139.73,0,6.51265,56,229.67,34,33.55,3.63078
